"buyer_gender","color","make","new_car","purchase_date","buyer_age","discount","sale_price"
"Female","Orange","Nissan","Yes","04/12/2021",42,0.29,70889
"Male","Violet","Mitsubishi","No","03/08/2021",28,0.32,10996
"Other","Khaki","Acura","No","31/03/2021",25,0.22,46705
"Female","Indigo","Chevrolet","No","14/10/2021",36,0.4,65169
"Female","Violet","Nissan","Yes","15/06/2021",58,0.07,46958
"Male","Red","Jeep","Yes","31/03/2021",28,0.4,49826
"Female","Crimson","Pontiac","Yes","15/10/2021",34,0.14,26834
"Male","Purple","Honda","No","10/11/2021",30,0.31,73025
"Male","Purple","Pontiac","Yes","23/06/2021",36,0.04,58006
"Male","Goldenrod","Kia","Yes","20/01/2021",45,0.27,47839
"Female","Pink","Chrysler","Yes","29/07/2021",55,0.08,54981
"Female","Purple","Mercury","No","10/05/2021",52,0.4,33599
"Female","Aquamarine","Mercedes-Benz","No","31/01/2021",33,0.03,18990
"Genderfluid","Mauv","Acura","No","02/01/2021",47,0.49,51094
"Female","Green","Audi","Yes","12/09/2021",63,0.06,37369
"Female","Goldenrod","Toyota","No","31/10/2021",52,0.32,30056
"Male","Crimson","Lincoln","No","31/01/2021",24,0.19,64627
"Male","Red","Mazda","Yes","25/11/2021",64,0.05,63419
"Male","Maroon","Infiniti","Yes","06/10/2021",31,0.35,66383
"Bigender","Red","Mercury","No","11/04/2021",47,0.07,45355
"Agender","Blue","Chevrolet","No","01/03/2021",45,0.11,66498
"Female","Mauv","Maserati","No","16/08/2021",64,0.33,37982
"Female","Yellow","Mazda","Yes","28/03/2021",54,0.15,58787
"Male","Orange","Subaru","No","29/11/2021",64,0.01,27047
"Female","Turquoise","Chevrolet","No","20/10/2021",52,0.25,45074
"Male","Red","Ford","Yes","19/09/2021",28,0.17,16224
"Female","Indigo","Mitsubishi","Yes","04/04/2021",33,0.21,51521
"Female","Orange","Saab","No","24/03/2021",24,0.44,45946
"Female","Purple","Pontiac","Yes","18/05/2021",42,0.3,28268
"Polygender","Red","Dodge","Yes","29/06/2021",58,0.32,74196
"Male","Purple","Toyota","Yes","14/06/2021",33,0.39,10948
"Female","Green","Lotus","Yes","29/09/2021",64,0.44,27104
"Male","Crimson","Aston Martin","Yes","01/02/2021",29,0.11,34235
"Female","Pink","Saturn","Yes","20/02/2021",26,0.19,36156
"Female","Turquoise","Nissan","Yes","08/08/2021",33,0.27,40378
"Male","Yellow","Dodge","No","10/02/2021",54,0.39,64165
"Male","Maroon","Buick","No","27/06/2021",65,0.19,40121
"Male","Aquamarine","Honda","Yes","18/11/2021",53,0.14,29132
"Other","Yellow","Chevrolet","No","02/10/2021",25,0.46,50109
"Female","Orange","GMC","Yes","24/01/2021",34,0.12,17204
"Female","Green","Acura","No","09/01/2021",64,0.27,25703
"Female","Yellow","Ford","No","21/08/2021",36,0.4,26351
"Female","Violet","Toyota","No","16/04/2021",33,0.22,70931
"Female","Aquamarine","Mazda","No","04/08/2021",49,0.26,48112
"Female","Mauv","Chrysler","Yes","04/08/2021",21,0.47,70714
"Female","Indigo","Studebaker","No","15/07/2021",47,0.31,48844
"Female","Teal","Ford","Yes","02/09/2021",46,0.44,44278
"Female","Goldenrod","GMC","No","10/06/2021",29,0.33,67938
"Female","Mauv","Lexus","No","01/07/2021",37,0.37,28689
"Male","Aquamarine","Jeep","Yes","02/02/2021",38,0.32,66720
"Male","Red","Acura","No","03/07/2021",40,0.45,47884
"Male","Green","Saturn","Yes","17/07/2021",59,0.26,49432
"Female","Maroon","Panoz","Yes","16/09/2021",27,0.23,28042
"Male","Orange","Aston Martin","Yes","12/02/2021",55,0.39,59219
"Female","Violet","Mercury","No","22/01/2021",49,0,54228
"Female","Purple","Lexus","Yes","02/01/2021",64,0.36,15722
"Male","Crimson","Nissan","No","19/11/2021",30,0.16,34654
"Male","Mauv","Chevrolet","No","16/05/2021",23,0.46,46551
"Female","Violet","Mitsubishi","Yes","02/04/2021",61,0.2,27458
"Male","Yellow","Pontiac","Yes","11/02/2021",29,0.05,58719
"Female","Turquoise","Audi","No","27/01/2021",50,0.09,20761
"Male","Mauv","Pontiac","Yes","01/11/2021",51,0.04,52544
"Male","Teal","Dodge","No","07/03/2021",65,0.46,16852
"Male","Khaki","Volkswagen","Yes","17/04/2021",20,0.08,13775
"Genderfluid","Pink","BMW","Yes","14/03/2021",61,0.09,48927
"Male","Goldenrod","Oldsmobile","No","09/08/2021",26,0.35,23612
"Female","Red","Dodge","Yes","08/06/2021",26,0.01,29405
"Female","Pink","Toyota","Yes","11/10/2021",47,0.43,22834
"Male","Mauv","Volkswagen","No","04/02/2021",40,0.01,31875
"Female","Khaki","Audi","No","03/10/2021",37,0.19,25629
"Bigender","Khaki","Isuzu","No","27/11/2021",38,0.17,58507
"Male","Purple","GMC","Yes","12/02/2021",45,0.28,65833
"Female","Maroon","Volvo","Yes","23/12/2021",53,0.33,37742
"Male","Puce","Ford","Yes","02/08/2021",63,0.08,11900
"Female","Mauv","Porsche","Yes","30/11/2021",47,0.23,62228
"Male","Khaki","Nissan","No","28/09/2021",43,0.12,71046
"Male","Orange","Chevrolet","Yes","30/09/2021",54,0.32,17865
"Female","Indigo","Maserati","Yes","23/02/2021",40,0.08,43506
"Male","Yellow","Subaru","Yes","18/10/2021",55,0.15,42365
"Genderfluid","Maroon","Ford","No","28/07/2021",56,0.33,30952
"Male","Yellow","Mitsubishi","No","09/07/2021",39,0.03,60533
"Male","Indigo","Isuzu","Yes","30/04/2021",48,0.47,63391
"Female","Green","Toyota","Yes","09/09/2021",30,0.45,53856
"Male","Crimson","Buick","No","14/07/2021",33,0.08,32329
"Male","Goldenrod","Mercury","Yes","18/05/2021",21,0.36,40249
"Male","Violet","GMC","Yes","20/07/2021",20,0.1,46271
"Male","Teal","Mazda","No","10/01/2021",37,0.16,40561
"Male","Teal","Land Rover","Yes","25/03/2021",46,0.47,41297
"Genderfluid","Violet","Mitsubishi","Yes","07/05/2021",31,0.39,49079
"Female","Teal","Saturn","No","26/07/2021",26,0.3,69644
"Female","Violet","Lexus","Yes","15/08/2021",28,0.4,12343
"Female","Red","Acura","Yes","09/10/2021",31,0.05,17262
"Female","Puce","Jaguar","No","23/12/2021",24,0.11,70035
"Female","Mauv","Dodge","No","10/07/2021",21,0.09,23659
"Male","Mauv","Toyota","No","14/03/2021",49,0.11,47867
"Female","Turquoise","BMW","Yes","08/05/2021",62,0.05,30995
"Male","Teal","Audi","Yes","22/05/2021",23,0.29,52243
"Female","Yellow","Infiniti","No","24/06/2021",24,0.28,44072
"Male","Puce","Lamborghini","Yes","02/03/2021",65,0.5,59760
"Female","Mauv","Maserati","Yes","07/05/2021",22,0.47,50479
"Female","Purple","Hyundai","No","12/01/2021",35,0.49,50762
"Female","Puce","Mercury","No","24/05/2021",57,0.05,38201
"Male","Fuscia","Ford","No","22/10/2021",60,0.31,73371
"Female","Green","Mitsubishi","No","10/06/2021",35,0.16,65861
"Female","Maroon","BMW","Yes","22/08/2021",29,0.42,21048
"Female","Indigo","Mercury","No","02/11/2021",25,0.11,33128
"Genderqueer","Blue","Suzuki","Yes","02/12/2021",47,0.25,50097
"Female","Maroon","Toyota","No","25/05/2021",59,0.39,69115
"Male","Orange","BMW","Yes","16/11/2021",35,0.23,67567
"Male","Green","Nissan","Yes","16/09/2021",39,0.4,61234
"Male","Turquoise","Acura","No","01/06/2021",45,0.19,62511
"Male","Green","BMW","Yes","05/11/2021",36,0.28,38688
"Female","Indigo","Maserati","Yes","06/01/2021",44,0.49,68448
"Male","Orange","Maybach","Yes","09/06/2021",25,0.1,19437
"Female","Puce","Nissan","Yes","09/06/2021",20,0.37,12772
"Agender","Green","Mercury","Yes","05/08/2021",39,0.44,15339
"Male","Crimson","Dodge","Yes","10/11/2021",57,0.41,26672
"Female","Aquamarine","Rolls-Royce","No","10/06/2021",40,0.26,13087
"Female","Fuscia","Jeep","No","27/10/2021",63,0.28,62784
"Male","Khaki","Dodge","Yes","11/02/2021",57,0.22,33328
"Male","Teal","Mercedes-Benz","No","18/03/2021",30,0.45,35685
"Male","Maroon","Nissan","Yes","16/12/2021",29,0.17,24884
"Male","Yellow","Pontiac","Yes","01/04/2021",61,0.25,34423
"Female","Blue","Volkswagen","No","02/05/2021",62,0.1,73622
"Female","Blue","Bugatti","No","21/09/2021",47,0.1,18540
"Female","Khaki","Volkswagen","No","05/02/2021",40,0.34,13790
"Bigender","Indigo","Mercury","Yes","20/11/2021",48,0.11,15189
"Male","Yellow","Audi","Yes","24/01/2021",58,0.23,56683
"Male","Green","Infiniti","Yes","31/08/2021",20,0.39,20913
"Male","Teal","Mercedes-Benz","Yes","03/08/2021",21,0.09,47289
"Female","Indigo","Ford","Yes","08/08/2021",54,0.09,28932
"Male","Purple","Nissan","No","11/05/2021",57,0.24,34873
"Bigender","Aquamarine","Mercedes-Benz","Yes","10/06/2021",44,0.45,69173
"Female","Fuscia","Mazda","Yes","24/03/2021",42,0.4,10465
"Male","Mauv","Mazda","No","06/11/2021",42,0.13,49361
"Male","Orange","Kia","Yes","20/08/2021",48,0.46,67558
"Female","Orange","Lincoln","Yes","20/04/2021",65,0.05,32405
"Female","Aquamarine","Mercedes-Benz","Yes","08/12/2021",34,0.37,21431
"Female","Maroon","Aston Martin","No","13/05/2021",54,0.14,48682
"Female","Orange","Chevrolet","Yes","31/01/2021",41,0.34,13722
"Polygender","Puce","Audi","Yes","25/08/2021",52,0.36,54895
"Female","Maroon","Hyundai","Yes","15/03/2021",29,0.28,29996
"Male","Maroon","GMC","Yes","17/08/2021",47,0.49,29515
"Female","Orange","Suzuki","Yes","02/11/2021",38,0.07,63161
"Male","Violet","Saturn","Yes","11/12/2021",32,0.32,74736
"Female","Indigo","GMC","No","30/04/2021",45,0.03,50785
"Polygender","Teal","Volvo","Yes","29/03/2021",27,0.04,58714
"Male","Violet","BMW","No","19/09/2021",47,0.3,32147
"Bigender","Crimson","Mazda","Yes","08/12/2021",26,0.27,38794
"Male","Indigo","Lexus","No","27/08/2021",50,0.12,74186
"Female","Maroon","Ford","No","27/06/2021",24,0.47,51204
"Male","Violet","Hyundai","Yes","18/09/2021",37,0.49,41633
"Male","Turquoise","Alfa Romeo","Yes","18/09/2021",40,0.2,67395
"Female","Pink","Toyota","No","11/12/2021",27,0.45,14320
"Female","Goldenrod","Mazda","Yes","08/09/2021",37,0.37,12056
"Female","Red","Volkswagen","Yes","22/07/2021",33,0.43,15151
"Female","Pink","Nissan","Yes","27/05/2021",33,0.36,44128
"Female","Aquamarine","Mitsubishi","Yes","27/03/2021",46,0.25,62063
"Male","Purple","Chevrolet","Yes","31/08/2021",53,0.06,72698
"Female","Indigo","GMC","Yes","26/05/2021",54,0.37,46761
"Male","Yellow","Infiniti","No","28/01/2021",61,0.37,15541
"Male","Aquamarine","GMC","Yes","05/12/2021",41,0.28,58046
"Male","Mauv","Chevrolet","Yes","22/06/2021",44,0.38,38470
"Male","Turquoise","Lexus","Yes","09/06/2021",22,0.21,12031
"Male","Goldenrod","Cadillac","Yes","04/09/2021",62,0.12,54007
"Female","Aquamarine","Honda","No","16/12/2021",50,0.16,55609
"Female","Pink","Lexus","Yes","25/01/2021",53,0.32,33757
"Male","Indigo","Nissan","No","11/03/2021",24,0.39,30525
"Bigender","Blue","Mitsubishi","Yes","05/10/2021",62,0.37,57542
"Female","Teal","Mercedes-Benz","Yes","05/08/2021",62,0.32,22880
"Male","Purple","Chevrolet","No","18/07/2021",33,0.03,72933
"Female","Turquoise","Suzuki","No","28/07/2021",53,0.38,35670
"Female","Blue","Dodge","No","15/03/2021",33,0.16,43973
"Male","Aquamarine","Buick","No","10/04/2021",31,0.39,40473
"Male","Mauv","Jeep","Yes","02/08/2021",21,0.46,46952
"Genderqueer","Maroon","Mazda","No","20/11/2021",22,0.09,59370
"Male","Khaki","Toyota","Yes","30/04/2021",62,0.44,27465
"Female","Khaki","Chevrolet","No","15/12/2021",48,0.27,53241
"Male","Khaki","Toyota","No","16/08/2021",22,0.03,34078
"Bigender","Puce","Dodge","No","21/08/2021",56,0.06,27206
"Male","Violet","Isuzu","Yes","07/01/2021",20,0.16,13885
"Male","Turquoise","Jaguar","No","18/09/2021",41,0.39,27123
"Male","Violet","Mitsubishi","Yes","20/02/2021",26,0.16,43229
"Bigender","Aquamarine","Mitsubishi","Yes","17/08/2021",44,0.18,71771
"Male","Teal","Hummer","Yes","25/01/2021",46,0.06,43293
"Male","Puce","Dodge","Yes","19/10/2021",64,0.11,45429
"Female","Blue","Lotus","Yes","25/03/2021",33,0.03,54547
"Other","Violet","Saturn","No","14/10/2021",40,0.22,65450
"Male","Khaki","Pontiac","Yes","07/09/2021",28,0.07,41513
"Female","Yellow","Toyota","Yes","14/08/2021",33,0.42,69693
"Female","Mauv","Dodge","Yes","11/03/2021",51,0.01,40042
"Female","Orange","Porsche","No","06/01/2021",45,0.24,69914
"Genderfluid","Khaki","Chevrolet","No","26/08/2021",46,0.4,56479
"Female","Fuscia","Porsche","Yes","21/06/2021",56,0.08,62427
"Female","Fuscia","Ford","No","08/04/2021",58,0.49,39495
"Female","Green","GMC","Yes","22/06/2021",49,0.01,60922
"Male","Fuscia","Dodge","No","10/06/2021",60,0.32,25048
"Female","Orange","Acura","Yes","08/05/2021",31,0.19,15433
"Male","Goldenrod","Chevrolet","Yes","24/02/2021",26,0,25634
"Female","Indigo","Dodge","No","26/05/2021",36,0.23,63644
"Male","Puce","Ford","Yes","25/12/2021",64,0.09,65418
"Female","Maroon","Ford","Yes","14/12/2021",59,0.11,44119
"Polygender","Teal","Chrysler","Yes","26/01/2021",50,0.12,68340
"Male","Red","Audi","No","10/08/2021",34,0.44,50033
"Male","Green","Ford","No","19/02/2021",26,0.28,54535
"Female","Violet","GMC","No","19/06/2021",59,0.36,68204
"Female","Turquoise","Buick","Yes","15/10/2021",31,0.3,55691
"Male","Red","Chevrolet","No","06/06/2021",34,0.15,34581
"Male","Goldenrod","Ford","No","07/03/2021",49,0.08,32777
"Female","Aquamarine","Volvo","No","13/01/2021",53,0.08,19003
"Female","Purple","Oldsmobile","No","25/08/2021",62,0.18,26548
"Female","Indigo","BMW","No","18/03/2021",41,0.07,65712
"Female","Crimson","Isuzu","No","08/02/2021",58,0.06,42459
"Male","Maroon","Ford","No","26/05/2021",34,0.34,21858
"Female","Fuscia","BMW","No","04/01/2021",30,0.46,68404
"Male","Fuscia","Nissan","No","22/12/2021",39,0.42,64437
"Agender","Crimson","Subaru","Yes","25/03/2021",62,0.39,56349
"Female","Turquoise","Audi","Yes","27/12/2021",24,0.42,58236
"Genderfluid","Teal","Mazda","No","07/04/2021",22,0.42,18137
"Male","Turquoise","Mitsubishi","No","20/09/2021",44,0.28,68251
"Female","Fuscia","Dodge","No","07/06/2021",48,0.19,58506
"Female","Fuscia","Chevrolet","No","19/05/2021",31,0.14,34629
"Female","Green","Honda","Yes","23/11/2021",36,0.39,53143
"Male","Goldenrod","Infiniti","No","04/11/2021",22,0.14,72074
"Female","Aquamarine","Mercury","No","19/06/2021",48,0.13,73109
"Polygender","Teal","GMC","No","19/02/2021",44,0.49,73418
"Female","Fuscia","Subaru","No","08/01/2021",36,0.13,38804
"Female","Red","Ford","No","06/01/2021",21,0.15,48889
"Male","Purple","Chevrolet","No","23/03/2021",60,0.03,16484
"Male","Teal","GMC","No","23/10/2021",37,0.2,40530
"Male","Aquamarine","Mercury","No","01/03/2021",48,0.19,67320
"Female","Violet","Pontiac","No","10/08/2021",61,0.15,43515
"Female","Mauv","Mercedes-Benz","Yes","22/03/2021",23,0.48,46950
"Male","Maroon","Mercury","Yes","25/08/2021",61,0.15,61469
"Female","Red","Porsche","No","29/07/2021",43,0.3,65844
"Male","Yellow","Chevrolet","Yes","03/08/2021",38,0.36,11401
"Female","Yellow","Isuzu","No","28/11/2021",52,0.43,67755
"Male","Turquoise","Lexus","No","15/04/2021",62,0.15,26657
"Female","Teal","Pontiac","No","17/06/2021",44,0.43,46059
"Female","Blue","Mitsubishi","No","16/04/2021",35,0.11,44113
"Female","Teal","Dodge","Yes","30/06/2021",20,0.06,55291
"Male","Turquoise","Daewoo","No","15/07/2021",63,0.31,68121
"Agender","Teal","Lexus","No","15/02/2021",60,0.49,36723
"Female","Puce","Maserati","No","11/11/2021",35,0.47,39354
"Male","Fuscia","Ford","Yes","10/10/2021",44,0.01,74710
"Female","Aquamarine","Subaru","Yes","01/04/2021",26,0.12,54528
"Male","Fuscia","Ford","Yes","06/01/2021",39,0.48,65601
"Female","Mauv","Mercedes-Benz","Yes","06/10/2021",46,0.38,40966
"Female","Mauv","Chrysler","Yes","21/07/2021",34,0.22,27305
"Male","Teal","Pontiac","No","20/09/2021",60,0.37,66741
"Male","Maroon","Honda","Yes","14/11/2021",57,0.2,38330
"Male","Puce","Subaru","Yes","01/07/2021",56,0.19,42302
"Female","Mauv","Aptera","No","12/02/2021",43,0.03,52023
"Genderfluid","Crimson","Chevrolet","Yes","10/10/2021",35,0.07,43826
"Female","Blue","Ford","Yes","04/03/2021",54,0.17,64722
"Male","Yellow","Toyota","No","22/12/2021",30,0.29,32070
"Female","Pink","Mazda","No","22/06/2021",28,0.33,13053
"Male","Red","Pontiac","No","28/07/2021",30,0.46,72968
"Female","Puce","Buick","No","06/05/2021",33,0.49,23721
"Female","Indigo","Chrysler","Yes","24/11/2021",51,0.24,65768
"Female","Green","Ford","Yes","28/06/2021",43,0.03,51622
"Male","Purple","Mazda","No","31/05/2021",63,0.1,24417
"Bigender","Goldenrod","Audi","No","18/10/2021",57,0.2,46275
"Female","Goldenrod","Dodge","No","10/01/2021",61,0.48,47849
"Male","Blue","GMC","No","29/01/2021",62,0.21,24844
"Male","Yellow","Suzuki","No","10/09/2021",29,0.01,46237
"Female","Turquoise","Nissan","No","23/12/2021",32,0.18,39964
"Other","Blue","Mercedes-Benz","No","26/09/2021",30,0.33,54419
"Female","Aquamarine","Cadillac","Yes","07/08/2021",44,0.22,17614
"Male","Violet","Oldsmobile","No","19/05/2021",46,0.17,72646
"Female","Fuscia","Mitsubishi","No","20/06/2021",45,0.34,46882
"Agender","Green","Mercury","No","03/02/2021",34,0.07,39718
"Male","Maroon","Lexus","Yes","01/07/2021",53,0.32,56428
"Female","Red","Lexus","Yes","09/12/2021",39,0.35,10105
"Male","Purple","Plymouth","No","12/05/2021",42,0.36,67841
"Female","Teal","Chevrolet","No","17/01/2021",64,0.23,38390
"Male","Turquoise","Saab","Yes","28/03/2021",55,0.42,20350
"Male","Goldenrod","Mitsubishi","Yes","15/03/2021",41,0.23,57487
"Male","Orange","Subaru","Yes","25/08/2021",34,0.19,34428
"Male","Red","Spyker","Yes","15/09/2021",43,0.4,50562
"Female","Mauv","Chevrolet","No","09/09/2021",44,0.15,20540
"Female","Orange","Infiniti","Yes","16/08/2021",26,0.48,11715
"Male","Maroon","Volvo","Yes","13/08/2021",32,0.12,54349
"Male","Fuscia","Oldsmobile","Yes","28/05/2021",58,0.4,54211
"Female","Red","Saab","No","28/04/2021",20,0.28,64437
"Male","Green","Buick","Yes","22/10/2021",30,0.3,60340
"Female","Puce","BMW","No","01/10/2021",22,0.15,12538
"Male","Purple","Pontiac","Yes","30/11/2021",65,0.23,57910
"Female","Turquoise","Ford","No","09/01/2021",35,0.36,35529
"Female","Aquamarine","Ford","No","19/02/2021",28,0.07,19410
"Female","Blue","Hummer","Yes","11/03/2021",21,0.01,59421
"Female","Violet","Volkswagen","Yes","06/03/2021",30,0.23,71383
"Male","Blue","Chevrolet","Yes","30/04/2021",46,0.36,69255
"Female","Orange","Plymouth","No","23/12/2021",40,0.36,47279
"Female","Orange","GMC","No","01/10/2021",42,0.03,61463
"Female","Purple","Mercury","Yes","06/08/2021",51,0,56528
"Male","Goldenrod","Lexus","Yes","27/11/2021",35,0.5,37022
"Male","Indigo","Toyota","Yes","05/10/2021",38,0.32,12614
"Female","Purple","BMW","Yes","12/10/2021",60,0.3,71427
"Male","Indigo","Infiniti","No","04/03/2021",30,0.34,18535
"Female","Blue","Subaru","No","10/02/2021",37,0.1,67310
"Female","Yellow","GMC","No","20/02/2021",27,0.22,42289
"Male","Maroon","Chrysler","No","18/04/2021",20,0.21,14884
"Female","Green","Pontiac","No","03/01/2021",39,0.02,28140
"Male","Orange","Suzuki","Yes","07/11/2021",36,0.36,29702
"Male","Orange","Volkswagen","No","03/08/2021",44,0.21,33665
"Female","Indigo","GMC","No","23/11/2021",24,0.14,53167
"Male","Goldenrod","Toyota","Yes","13/06/2021",26,0.34,62556
"Male","Khaki","GMC","Yes","01/11/2021",56,0.34,62873
"Female","Fuscia","Nissan","Yes","20/11/2021",65,0.37,62274
"Female","Khaki","Dodge","Yes","10/09/2021",59,0.2,54581
"Female","Pink","Pontiac","Yes","08/03/2021",52,0.42,25045
"Female","Goldenrod","Mitsubishi","No","19/11/2021",58,0.11,27960
"Female","Mauv","Chevrolet","No","02/07/2021",52,0.48,53198
"Male","Blue","Ford","Yes","05/09/2021",63,0.26,45590
"Genderqueer","Indigo","Ford","Yes","10/11/2021",28,0.02,47140
"Agender","Aquamarine","Toyota","No","21/08/2021",39,0.31,63191
"Male","Teal","Maserati","No","18/02/2021",39,0.41,45010
"Male","Teal","Chevrolet","Yes","21/05/2021",55,0.35,10990
"Female","Orange","Dodge","Yes","16/12/2021",45,0.04,67628
"Male","Pink","Chevrolet","Yes","19/08/2021",40,0.19,45355
"Female","Puce","Ford","Yes","06/06/2021",25,0.09,56829
"Female","Purple","Lamborghini","No","22/09/2021",41,0.11,29125
"Female","Violet","Toyota","Yes","01/08/2021",46,0.12,39404
"Male","Violet","Toyota","Yes","07/05/2021",36,0.09,65750
"Female","Puce","Acura","No","15/02/2021",47,0.38,33677
"Female","Puce","Cadillac","Yes","31/01/2021",25,0.39,18997
"Male","Fuscia","Cadillac","No","18/05/2021",64,0.35,39326
"Male","Violet","Chevrolet","Yes","06/07/2021",32,0.37,44514
"Female","Teal","Buick","Yes","26/02/2021",34,0.26,65405
"Male","Red","Pontiac","Yes","25/12/2021",58,0.06,56092
"Female","Green","Oldsmobile","No","22/09/2021",42,0.41,46324
"Other","Red","Lexus","Yes","24/02/2021",51,0.44,43402
